#Parameters = {airCoaxOuterDiameter=3; connectorLength=10; drillingHoleDiameter=4.1; feedLength=120; gratingDistance=60.813259168621; gratingGap=7; probe1Diameter=1.3; probe1Distance=15.62; probe1Length=12.32; probe2Diameter=1.3; probe2Distance=14.3; probe2Length=11.96697; smaInnerDiameter=1.3; smaOuterDiameter=4.1; waveguideSide=50; waveguideThickness=3; wireCount=7; wireDiameter=2}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
4.7630000114441	-6.9820563420899
4.7639999389648	-7.0357919278059
4.7649998664856	-7.0883605257012
4.7659997940063	-7.1398650060546
4.7670001983643	-7.1904116887359
4.7680001258850	-7.2401123189564
4.7690000534058	-7.2890737425073
4.7699999809265	-7.3374103339996
4.7709999084473	-7.3852299258513
4.7719998359680	-7.4326442988409
4.7729997634888	-7.4797614699335
4.7740001678467	-7.5266878028496
4.7750000953674	-7.5735296825594
4.7760000228882	-7.6203880819629
4.7769999504089	-7.6673603436384
4.7779998779297	-7.7145438153225
4.7789998054504	-7.7620277444684
4.7800002098083	-7.8098997076423
4.7810001373291	-7.8582432007647
4.7820000648499	-7.9071352400800
4.7829999923706	-7.9566503360077
4.7839999198914	-8.0068557678434
4.7849998474121	-8.0578149140406
4.7859997749329	-8.1095859999655
4.7870001792908	-8.1622218974735
4.7880001068115	-8.2157710587470
4.7890000343323	-8.2702763079446
4.7899999618530	-8.3257739911384
4.7909998893738	-8.3822971305091
4.7919998168945	-8.4398716409211
4.7930002212524	-8.4985196221049
4.7940001487732	-8.5582600340132
4.7950000762939	-8.6190999991050
4.7960000038147	-8.6810498188426
4.7969999313354	-8.7441101060902
4.7979998588562	-8.8082760874328
4.7989997863770	-8.8735431211885
4.8000001907349	-8.9398958878177
4.8010001182556	-9.0073169882433
4.8020000457764	-9.0757862769668
4.8029999732971	-9.1452778628723
4.8039999008179	-9.2157597948540
4.8049998283386	-9.2872009868273
4.8060002326965	-9.3595606829051
4.8070001602173	-9.4327978694702
4.8080000877380	-9.5068674533883
4.8090000152588	-9.5817209686051
4.8099999427795	-9.6573067519194
4.8109998703003	-9.7335692975162
4.8119997978210	-9.8104505586293
4.8130002021790	-9.8878922241022
4.8140001296997	-9.9658301385084
4.8150000572205	-10.044202254053
4.8159999847412	-10.122941350581
4.8169999122620	-10.201981389610
4.8179998397827	-10.281254223073
4.8189997673035	-10.360691896363
4.8200001716614	-10.440223615260
4.8210000991821	-10.519784073219
4.8220000267029	-10.599299785806
4.8229999542236	-10.678707714368
4.8239998817444	-10.757942980125
4.8249998092651	-10.836938277768
4.8260002136230	-10.915631100727
4.8270001411438	-10.993965319902
4.8280000686646	-11.071881888144
4.8289999961853	-11.149326907250
4.8299999237061	-11.226250838023
4.8309998512268	-11.302610713362
4.8319997787476	-11.378361198319
4.8330001831055	-11.453469068448
4.8340001106262	-11.527900322679
4.8350000381470	-11.601629216736
4.8359999656677	-11.674635344726
4.8369998931885	-11.746901647892
4.8379998207092	-11.818418902948
4.8390002250671	-11.889182711774
4.8400001525879	-11.959193615987
4.8410000801086	-12.028461609371
4.8420000076294	-12.096998232303
4.8429999351501	-12.164821732577
4.8439998626709	-12.231957806206
4.8449997901917	-12.298435034021
4.8460001945496	-12.364287891940
4.8470001220703	-12.429556795787
4.8480000495911	-12.494285634829
4.8489999771118	-12.558522222558
4.8499999046326	-12.622319116694
4.8509998321533	-12.685733979038
4.8520002365112	-12.748823001804
4.8530001640320	-12.811650070140
4.8540000915527	-12.874279249274
4.8550000190735	-12.936776419357
4.8559999465942	-12.999210348227
4.8569998741150	-13.061648291024
4.8579998016357	-13.124161549455
4.8590002059937	-13.186821448485
4.8600001335144	-13.249694571075
4.8610000610352	-13.312854158856
4.8619999885559	-13.376368680557
4.8629999160767	-13.440304834919
4.8639998435974	-13.504730783220
4.8649997711182	-13.569711098358
4.8660001754761	-13.635308759357
4.8670001029968	-13.701583369467
4.8680000305176	-13.768594865635
4.8689999580383	-13.836396884643
4.8699998855591	-13.905042263126
4.8709998130798	-13.974581786016
4.8720002174377	-14.045058360626
4.8730001449585	-14.116515259066
4.8740000724792	-14.188991599059
4.8750000000000	-14.262521441200
4.8759999275208	-14.337134174833
4.8769998550415	-14.412857375306
4.8779997825623	-14.489712355011
4.8790001869202	-14.567717505209
4.8800001144409	-14.646885594105
4.8810000419617	-14.727225355417
4.8819999694824	-14.808739889390
4.8829998970032	-14.891430857900
4.8839998245239	-14.975290808400
4.8850002288818	-15.060310759398
4.8860001564026	-15.146476266970
4.8870000839233	-15.233768721196
4.8880000114441	-15.322160829230
4.8889999389648	-15.411627806159
4.8899998664856	-15.502133592209
4.8909997940063	-15.593638828585
4.8920001983643	-15.686102787308
4.8930001258850	-15.779476971374
4.8940000534058	-15.873710641296
4.8949999809265	-15.968745469295
4.8959999084473	-16.064523500493
4.8969998359680	-16.160979152419
4.8979997634888	-16.258044808210
4.8990001678467	-16.355648884132
4.9000000953674	-16.453716005206
4.9010000228882	-16.552168593609
4.9019999504089	-16.650926167503
4.9029998779297	-16.749904233711
4.9039998054504	-16.849020051878
4.9050002098083	-16.948184653447
4.9060001373291	-17.047311640208
4.9070000648499	-17.146311691867
4.9079999923706	-17.245097925904
4.9089999198914	-17.343581416233
4.9099998474121	-17.441671552456
4.9109997749329	-17.539284155699
4.9120001792908	-17.636337644795
4.9130001068115	-17.732745672495
4.9140000343323	-17.828431292197
4.9149999618530	-17.923320953415
4.9159998893738	-18.017341250919
4.9169998168945	-18.110425850329
4.9180002212524	-18.202515456022
4.9190001487732	-18.293553331974
4.9200000762939	-18.383488930070
4.9210000038147	-18.472280935986
4.9219999313354	-18.559889238906
4.9229998588562	-18.646287381657
4.9239997863770	-18.731451530867
4.9250001907349	-18.815364825305
4.9260001182556	-18.898020482802
4.9270000457764	-18.979416227324
4.9279999732971	-19.059557796118
4.9289999008179	-19.138457928240
4.9299998283386	-19.216134650205
4.9310002326965	-19.292613998269
4.9320001602173	-19.367925363901
4.9330000877380	-19.442107269614
4.9340000152588	-19.515197397179
4.9349999427795	-19.587242752619
4.9359998703003	-19.658291501239
4.9369997978210	-19.728394435873
4.9380002021790	-19.797605792268
4.9390001296997	-19.865980086260
4.9400000572205	-19.933572171473
4.9409999847412	-20.000438992394
4.9419999122620	-20.066635008896
4.9429998397827	-20.132213641038
4.9439997673035	-20.197224511847
4.9450001716614	-20.261719245723
4.9460000991821	-20.325738553276
4.9470000267029	-20.389325219714
4.9479999542236	-20.452514846902
4.9489998817444	-20.515336223245
4.9499998092651	-20.577814229986
4.9510002136230	-20.639964864888
4.9520001411438	-20.701800503512
4.9530000686646	-20.763322959376
4.9539999961853	-20.824524890502
4.9549999237061	-20.885394603197
4.9559998512268	-20.945911592647
4.9569997787476	-21.006042168710
4.9580001831055	-21.065749410026
4.9590001106262	-21.124983677778
4.9600000381470	-21.183686367985
4.9609999656677	-21.241792190899
4.9619998931885	-21.299225964724
4.9629998207092	-21.355902547710
4.9640002250671	-21.411729055598
4.9650001525879	-21.466606198258
4.9660000801086	-21.520426893266
4.9670000076294	-21.573075702844
4.9679999351501	-21.624430518242
4.9689998626709	-21.674369278086
4.9699997901917	-21.722755823851
4.9710001945496	-21.769460832807
4.9720001220703	-21.814346052964
4.9730000495911	-21.857275487024
4.9739999771118	-21.898111350008
4.9749999046326	-21.936716676485
4.9759998321533	-21.972958442504
4.9770002365112	-22.006709934261
4.9780001640320	-22.037846418117
4.9790000915527	-22.066252323561
4.9800000190735	-22.091821004347
4.9809999465942	-22.114451528968
4.9819998741150	-22.134061600254
4.9829998016357	-22.150573118923
4.9840002059937	-22.163927547490
4.9850001335144	-22.174074995590
4.9860000610352	-22.180984989894
4.9869999885559	-22.184638765843
4.9879999160767	-22.185034320034
4.9889998435974	-22.182186243356
4.9899997711182	-22.176123481005
4.9910001754761	-22.166890896495
4.9920001029968	-22.154548979574
4.9930000305176	-22.139168777518
4.9939999580383	-22.120838968280
4.9949998855591	-22.099657976512
4.9959998130798	-22.075736711789
4.9970002174377	-22.049193122655
4.9980001449585	-22.020159181743
4.9990000724792	-21.988768986552
5.0000000000000	-21.955166501422
5.0009999275208	-21.919497388890
5.0019998550415	-21.881912432454
5.0029997825623	-21.842565849392
5.0040001869202	-21.801611377483
5.0050001144409	-21.759197637025
5.0060000419617	-21.715482165076
5.0069999694824	-21.670612657743
5.0079998970032	-21.624732752820
5.0089998245239	-21.577986879299
5.0100002288818	-21.530510940512
5.0110001564026	-21.482440650530
5.0120000839233	-21.433897417009
5.0130000114441	-21.385002461659
5.0139999389648	-21.335868028986
5.0149998664856	-21.286601611305
5.0159997940063	-21.237299833649
5.0170001983643	-21.188055144273
5.0180001258850	-21.138951977505
5.0190000534058	-21.090064645991
5.0199999809265	-21.041465704962
5.0209999084473	-20.993214185171
5.0219998359680	-20.945365870940
5.0229997634888	-20.897969755058
5.0240001678467	-20.851064368149
5.0250000953674	-20.804688246361
5.0260000228882	-20.758865213125
5.0269999504089	-20.713620375492
5.0279998779297	-20.668971157454
5.0289998054504	-20.624926619803
5.0300002098083	-20.581491890189
5.0310001373291	-20.538670238105
5.0320000648499	-20.496455232137
5.0329999923706	-20.454842227896
5.0339999198914	-20.413817246850
5.0349998474121	-20.373365715987
5.0359997749329	-20.333467870961
5.0370001792908	-20.294105400265
5.0380001068115	-20.255251531207
5.0390000343323	-20.216879945705
5.0399999618530	-20.178963505416
5.0409998893738	-20.141470397716
5.0419998168945	-20.104371216868
5.0430002212524	-20.067633302712
5.0440001487732	-20.031224553582
5.0450000762939	-19.995111332040
5.0460000038147	-19.959258781509
5.0469999313354	-19.923636834801
5.0479998588562	-19.888209856752
5.0489997863770	-19.852947898905
5.0500001907349	-19.817820244636
5.0510001182556	-19.782798752947
5.0520000457764	-19.747852361071
5.0529999732971	-19.712956689189
5.0539999008179	-19.678087857467
5.0549998283386	-19.643223692928
5.0560002326965	-19.608343112966
5.0570001602173	-19.573428802018
5.0580000877380	-19.538463858386
5.0590000152588	-19.503439917375
5.0599999427795	-19.468343861466
5.0609998703003	-19.433171470516
5.0619997978210	-19.397913249085
5.0630002021790	-19.362571245330
5.0640001296997	-19.327144818918
5.0650000572205	-19.291636980615
5.0659999847412	-19.256055832318
5.0669999122620	-19.220408670243
5.0679998397827	-19.184707759666
5.0689997673035	-19.148965018206
5.0700001716614	-19.113199513552
5.0710000991821	-19.077425591009
5.0720000267029	-19.041665068594
5.0729999542236	-19.005941003908
5.0739998817444	-18.970272391893
5.0749998092651	-18.934690209307
5.0760002136230	-18.899215348956
5.0770001411438	-18.863877922578
5.0780000686646	-18.828705442365
5.0789999961853	-18.793727634724
5.0799999237061	-18.758972989559
5.0809998512268	-18.724471351242
5.0819997787476	-18.690255537053
5.0830001831055	-18.656353327245
5.0840001106262	-18.622794309143
5.0850000381470	-18.589611256642
5.0859999656677	-18.556832087598
5.0869998931885	-18.524483380805
5.0879998207092	-18.492595607018
5.0890002250671	-18.461196506853
5.0900001525879	-18.430310144834
5.0910000801086	-18.399964158991
5.0920000076294	-18.370178474384
5.0929999351501	-18.340978671213
5.0939998626709	-18.312385154678
5.0949997901917	-18.284418350065
5.0960001945496	-18.257092823687
5.0970001220703	-18.230427745221
5.0980000495911	-18.204435329980
5.0989999771118	-18.179131525379
5.0999999046326	-18.154526777203
5.1009998321533	-18.130627857965
5.1020002365112	-18.107444222190
5.1030001640320	-18.084979578386
5.1040000915527	-18.063241536117
5.1050000190735	-18.042227842511
5.1059999465942	-18.021940702646
5.1069998741150	-18.002379852979
5.1079998016357	-17.983539406808
5.1090002059937	-17.965413966788
5.1100001335144	-17.948000639196
5.1110000610352	-17.931285742398
5.1119999885559	-17.915263875368
5.1129999160767	-17.899920031158
5.1139998435974	-17.885241324108
5.1149997711182	-17.871216636255
5.1160001754761	-17.857828930285
5.1170001029968	-17.845059020562
5.1180000305176	-17.832889744635
5.1189999580383	-17.821304155773
5.1199998855591	-17.810279456509
5.1209998130798	-17.799796251356
5.1220002174377	-17.789832594174
5.1230001449585	-17.780366994724
5.1240000724792	-17.771374479575
5.1250000000000	-17.762832552646
5.1259999275208	-17.754719166971
5.1269998550415	-17.747009846619
5.1279997825623	-17.739679630154
5.1290001869202	-17.732705894039
5.1300001144409	-17.726065630352
5.1310000419617	-17.719734772880
5.1319999694824	-17.713689048103
5.1329998970032	-17.707908624421
5.1339998245239	-17.702371152778
5.1350002288818	-17.697055227831
5.1360001564026	-17.691939839648
5.1370000839233	-17.687008051787
5.1380000114441	-17.682240031578
5.1389999389648	-17.677619721755
5.1399998664856	-17.673129985573
5.1409997940063	-17.668758896896
5.1420001983643	-17.664491464134
5.1430001258850	-17.660316475674
5.1440000534058	-17.656224403476
5.1449999809265	-17.652205370216
5.1459999084473	-17.648254557777
5.1469998359680	-17.644362928089
5.1479997634888	-17.640531126833
5.1490001678467	-17.636753956491
5.1500000953674	-17.633032507882
5.1510000228882	-17.629366251835
5.1519999504089	-17.625759224064
5.1529998779297	-17.622214862282
5.1539998054504	-17.618738759739
5.1550002098083	-17.615338971871
5.1560001373291	-17.612023129285
5.1570000648499	-17.608801842260
5.1579999923706	-17.605686841179
5.1589999198914	-17.602688441054
5.1599998474121	-17.599822071496
5.1609997749329	-17.597103656313
5.1620001792908	-17.594545123578
5.1630001068115	-17.592166313167
5.1640000343323	-17.589980716280
5.1649999618530	-17.588010179913
5.1659998893738	-17.586271717168
5.1669998168945	-17.584780998457
5.1680002212524	-17.583559687167
5.1690001487732	-17.582627923091
5.1700000762939	-17.582001543909
5.1710000038147	-17.581703954566
5.1719999313354	-17.581749790825
5.1729998588562	-17.582161186380
5.1739997863770	-17.582956077736
5.1750001907349	-17.584149882770
5.1760001182556	-17.585765015653
5.1770000457764	-17.587814061876
5.1779999732971	-17.590314429904
5.1789999008179	-17.593284012172
5.1799998283386	-17.596731910952
5.1810002326965	-17.600676188321
5.1820001602173	-17.605128361588
5.1830000877380	-17.610100223203
5.1840000152588	-17.615601159461
5.1849999427795	-17.621639269925
5.1859998703003	-17.628222852037
5.1869997978210	-17.635360893574
5.1880002021790	-17.643056163449
5.1890001296997	-17.651312928889
5.1900000572205	-17.660132000293
5.1909999847412	-17.669518075088
5.1919999122620	-17.679469364130
5.1929998397827	-17.689983031680
5.1939997673035	-17.701058214576
5.1950001716614	-17.712688783423
5.1960000991821	-17.724867918783
5.1970000267029	-17.737590832030
5.1979999542236	-17.750845902409
5.1989998817444	-17.764626405139
5.1999998092651	-17.778920352895
5.2010002136230	-17.793713578300
5.2020001411438	-17.808996567737
5.2030000686646	-17.824751567581
5.2039999961853	-17.840963866620
5.2049999237061	-17.857617523722
5.2059998512268	-17.874694500247
5.2069997787476	-17.892177280856
5.2080001831055	-17.910046088161
5.2090001106262	-17.928283949449
5.2100000381470	-17.946867037914
5.2109999656677	-17.965779531502
5.2119998931885	-17.984998703400
5.2129998207092	-18.004502821563
5.2140002250671	-18.024272029912
5.2150001525879	-18.044284054358
5.2160000801086	-18.064520640288
5.2170000076294	-18.084960445230
5.2179999351501	-18.105583200920
5.2189998626709	-18.126368904932
5.2199997901917	-18.147298627203
5.2210001945496	-18.168353834671
5.2220001220703	-18.189518548167
5.2230000495911	-18.210775491177
5.2239999771118	-18.232109117363
5.2249999046326	-18.253505260463
5.2259998321533	-18.274951167215
5.2270002365112	-18.296434957701
5.2280001640320	-18.317947000763
5.2290000915527	-18.339476657815
5.2300000190735	-18.361016542667
5.2309999465942	-18.382564356906
5.2319998741150	-18.404112576924
5.2329998016357	-18.425660606464
5.2340002059937	-18.447206081118
5.2350001335144	-18.468752745463
5.2360000610352	-18.490302118269
5.2369999885559	-18.511857406458
5.2379999160767	-18.533427756629
5.2389998435974	-18.555017324025
5.2399997711182	-18.576638949811
5.2410001754761	-18.598303537287
5.2420001029968	-18.620021875910
5.2430000305176	-18.641808445247
5.2439999580383	-18.663680796881
5.2449998855591	-18.685655697161
5.2459998130798	-18.707747960370
5.2470002174377	-18.729980428249
5.2480001449585	-18.752373267119
5.2490000724792	-18.774947077387
5.2500000000000	-18.797722332294
5.2509999275208	-18.820724571471
5.2519998550415	-18.843975806400
5.2529997825623	-18.867498573290
5.2540001869202	-18.891319575426
5.2550001144409	-18.915459907957
5.2560000419617	-18.939947424115
5.2569999694824	-18.964805124582
5.2579998970032	-18.990053832967
5.2589998245239	-19.015721203629
5.2600002288818	-19.041830343460
5.2610001564026	-19.068401638582
5.2620000839233	-19.095455986281
5.2630000114441	-19.123017563825
5.2639999389648	-19.151105272040
5.2649998664856	-19.179736402883
5.2659997940063	-19.208930660840
5.2670001983643	-19.238703119166
5.2680001258850	-19.269069837538
5.2690000534058	-19.300044109327
5.2699999809265	-19.331636749427
5.2709999084473	-19.363859137991
5.2719998359680	-19.396720996097
5.2729997634888	-19.430226308203
5.2740001678467	-19.464383020777
5.2750000953674	-19.499192657551
5.2760000228882	-19.534656424566
5.2769999504089	-19.570772711967
5.2779998779297	-19.607541505997
5.2789998054504	-19.644954935587
5.2800002098083	-19.683006674729
5.2810001373291	-19.721690689732
5.2820000648499	-19.760992479824
5.2829999923706	-19.800899410638
5.2839999198914	-19.841397888429
5.2849998474121	-19.882469689612
5.2859997749329	-19.924099092509
5.2870001792908	-19.966261644067
5.2880001068115	-20.008936738996
5.2890000343323	-20.052099585614
5.2899999618530	-20.095725666489
5.2909998893738	-20.139787110931
5.2919998168945	-20.184254212938
5.2930002212524	-20.229099835508
5.2940001487732	-20.274290286897
5.2950000762939	-20.319795762785
5.2960000038147	-20.365582788019
5.2969999313354	-20.411618547490
5.2979998588562	-20.457867897430
5.2989997863770	-20.504299150456
5.3000001907349	-20.550875097081
5.3010001182556	-20.597564379930
5.3020000457764	-20.644331079428
5.3029999732971	-20.691143858395
5.3039999008179	-20.737970382517
5.3049998283386	-20.784778894422
5.3060002326965	-20.831540031111
5.3070001602173	-20.878222063807
5.3080000877380	-20.924800743309
5.3090000152588	-20.971250562505
5.3099999427795	-21.017545369822
5.3109998703003	-21.063666116970
5.3119997978210	-21.109595076398
5.3130002021790	-21.155312779799
5.3140001296997	-21.200809218555
5.3150000572205	-21.246069151910
5.3159999847412	-21.291088532314
5.3169999122620	-21.335861737994
5.3179998397827	-21.380385148157
5.3189997673035	-21.424660932597
5.3200001716614	-21.468694063236
5.3210000991821	-21.512491545478
5.3220000267029	-21.556063064722
5.3229999542236	-21.599424345546
5.3239998817444	-21.642590487402
5.3249998092651	-21.685580962169
5.3260002136230	-21.728419735278
5.3270001411438	-21.771130094152
5.3280000686646	-21.813741607914
5.3289999961853	-21.856282103141
5.3299999237061	-21.898783220827
5.3309998512268	-21.941281225461
5.3319997787476	-21.983807592087
5.3330001831055	-22.026399643509
5.3340001106262	-22.069098439600
5.3350000381470	-22.111937606805
5.3359999656677	-22.154958995105
5.3369998931885	-22.198202301564
5.3379998207092	-22.241703452047
5.3390002250671	-22.285504997176
5.3400001525879	-22.329639075809
5.3410000801086	-22.374149151463
5.3420000076294	-22.419065222035
5.3429999351501	-22.464423636481
5.3439998626709	-22.510253871881
5.3449997901917	-22.556586878611
5.3460001945496	-22.603447570827
5.3470001220703	-22.650861157106
5.3480000495911	-22.698847415739
5.3489999771118	-22.747421558291
5.3499999046326	-22.796597195984
5.3509998321533	-22.846382972990
5.3520002365112	-22.896783899568
5.3530001640320	-22.947796802944
5.3540000915527	-22.999417694203
5.3550000190735	-23.051636951736
5.3559999465942	-23.104436410051
5.3569998741150	-23.157793511298
5.3579998016357	-23.211683837655
5.3590002059937	-23.266070195520
5.3600001335144	-23.320914084646
5.3610000610352	-23.376169297293
5.3619999885559	-23.431783371869
5.3629999160767	-23.487698233100
5.3639998435974	-23.543846830741
5.3649997711182	-23.600158917342
5.3660001754761	-23.656554985713
5.3670001029968	-23.712952564364
5.3680000305176	-23.769261411724
5.3689999580383	-23.825384901075
5.3699998855591	-23.881221756618
5.3709998130798	-23.936665138787
5.3720002174377	-23.991605015071
5.3730001449585	-24.045925290130
5.3740000724792	-24.099506029731
5.3750000000000	-24.152226638115
5.3759999275208	-24.203961858808
5.3769998550415	-24.254586778006
5.3779997825623	-24.303977383499
5.3790001869202	-24.352003587481
5.3800001144409	-24.398541877266
5.3810000419617	-24.443473253844
5.3819999694824	-24.486674589339
5.3829998970032	-24.528033549150
5.3839998245239	-24.567440362112
5.3850002288818	-24.604790920486
5.3860001564026	-24.639993370487
5.3870000839233	-24.672956611093
5.3880000114441	-24.703606814108
5.3889999389648	-24.731876786089
5.3899998664856	-24.757706984781
5.3909997940063	-24.781053265978
5.3920001983643	-24.801885687024
5.3930001258850	-24.820180925648
5.3940000534058	-24.835933549655
5.3949999809265	-24.849145153102
5.3959999084473	-24.859836159805
5.3969998359680	-24.868032098686
5.3979997634888	-24.873777564419
5.3990001678467	-24.877124041556
5.4000000953674	-24.878133241172
5.4010000228882	-24.876879436066
5.4019999504089	-24.873444314138
5.4029998779297	-24.867916197861
5.4039998054504	-24.860392957305
5.4050002098083	-24.850976612038
5.4060001373291	-24.839772127359
5.4070000648499	-24.826890425114
5.4079999923706	-24.812444529213
5.4089999198914	-24.796546249582
5.4099998474121	-24.779311521901
5.4109997749329	-24.760849746024
5.4120001792908	-24.741272402170
5.4130001068115	-24.720686276059
5.4140000343323	-24.699192876305
5.4149999618530	-24.676892852034
5.4159998893738	-24.653875302545
5.4169998168945	-24.630229177390
5.4180002212524	-24.606029206701
5.4190001487732	-24.581350889923
5.4200000762939	-24.556255425247
5.4210000038147	-24.530797790576
5.4219999313354	-24.505025512578
5.4229998588562	-24.478975378230
5.4239997863770	-24.452674569025
5.4250001907349	-24.426143160930
5.4260001182556	-24.399391623432
5.4270000457764	-24.372420028102
5.4279999732971	-24.345220946937
5.4289999008179	-24.317776515151
5.4299998283386	-24.290061745479
5.4310002326965	-24.262042526610
5.4320001602173	-24.233677293095
5.4330000877380	-24.204918237028
5.4340000152588	-24.175707026630
5.4349999427795	-24.145981780557
5.4359998703003	-24.115673458428
5.4369997978210	-24.084711472280
5.4380002021790	-24.053016000793
5.4390001296997	-24.020508034003
5.4400000572205	-23.987102249389
5.4409999847412	-23.952711914011
5.4419999122620	-23.917252667473
5.4429998397827	-23.880638066481
5.4439997673035	-23.842783253091
5.4450001716614	-23.803604743913
5.4460000991821	-23.763022086812
5.4470000267029	-23.720959346581
5.4479999542236	-23.677348235120
5.4489998817444	-23.632118025810
5.4499998092651	-23.585215359529
5.4510002136230	-23.536587520518
5.4520001411438	-23.486193733967
5.4530000686646	-23.433997248366
5.4539999961853	-23.379977263797
5.4549999237061	-23.324118331155
5.4559998512268	-23.266415937766
5.4569997787476	-23.206878522293
5.4580001831055	-23.145521036663
5.4590001106262	-23.082370817622
5.4600000381470	-23.017466026493
5.4609999656677	-22.950855026211
5.4619998931885	-22.882594959913
5.4629998207092	-22.812749417211
5.4640002250671	-22.741398161778
5.4650001525879	-22.668622039970
5.4660000801086	-22.594510309247
5.4670000076294	-22.519162124289
5.4679999351501	-22.442676877117
5.4689998626709	-22.365164164874
5.4699997901917	-22.286732276251
5.4710001945496	-22.207497698789
5.4720001220703	-22.127576427340
5.4730000495911	-22.047084949379
5.4739999771118	-21.966142971083
5.4749999046326	-21.884868682637
5.4759998321533	-21.803377435187
5.4770002365112	-21.721785023882
5.4780001640320	-21.640205697948
5.4790000915527	-21.558750987183
5.4800000190735	-21.477524090996
5.4809999465942	-21.396630176502
5.4819998741150	-21.316169218391
5.4829998016357	-21.236232670021
5.4840002059937	-21.156908703009
5.4850001335144	-21.078282880591
5.4860000610352	-21.000430628429
5.4869999885559	-20.923425917417
5.4879999160767	-20.847332017469
5.4889998435974	-20.772210172197
5.4899997711182	-20.698112193004
5.4910001754761	-20.625085225691
5.4920001029968	-20.553169467972
5.4930000305176	-20.482398793163
5.4939999580383	-20.412802046892
5.4949998855591	-20.344397081410
5.4959998130798	-20.277201494285
5.4970002174377	-20.211220583812
5.4980001449585	-20.146457886550
5.4990000724792	-20.082907371831
5.5000000000000	-20.020558947166
5.5009999275208	-19.959397596186
5.5019998550415	-19.899397759785
5.5029997825623	-19.840533239907
5.5040001869202	-19.782769183002
5.5050001144409	-19.726066338966
5.5060000419617	-19.670380521098
5.5069999694824	-19.615660975133
5.5079998970032	-19.561855380013
5.5089998245239	-19.508901701199
5.5100002288818	-19.456739306095
5.5110001564026	-19.405300186791
5.5120000839233	-19.354513188834
5.5130000114441	-19.304303708563
5.5139999389648	-19.254596063616
5.5149998664856	-19.205311060519
5.5159997940063	-19.156366273981
5.5170001983643	-19.107678207017
5.5180001258850	-19.059162954226
5.5190000534058	-19.010736036752
5.5199999809265	-18.962312052952
5.5209999084473	-18.913805227296
5.5219998359680	-18.865133611061
5.5229997634888	-18.816216205192
5.5240001678467	-18.766970455116
5.5250000953674	-18.717320926749
5.5260000228882	-18.667192921189
5.5269999504089	-18.616514612581
5.5279998779297	-18.565223599607
5.5289998054504	-18.513257101713
5.5300002098083	-18.460560277059
5.5310001373291	-18.407082865615
5.5320000648499	-18.352780857238
5.5329999923706	-18.297618828669
5.5339999198914	-18.241565099724
5.5349998474121	-18.184599553163
5.5359997749329	-18.126705599983
