#Parameters = {airCoaxOuterDiameter=3; connectorLength=10; drillingHoleDiameter=4.1; feedLength=120; gratingDistance=17.64; gratingGap=7; probe1Diameter=1.3; probe1Distance=15.62; probe1Length=12.32; probe2Diameter=1.3; probe2Distance=14.3; probe2Length=11.96697; smaInnerDiameter=1.3; smaOuterDiameter=4.1; waveguideSide=50; waveguideThickness=3; wireCount=7; wireDiameter=2}
#"Frequency / GHz"	"S1,1 (gratingDistance=17.64) [Magnitude / dB]"
#-----------------------------------------------------------------
4.7899999618530	-13.361482047211
4.7909998893738	-13.401609561120
4.7919998168945	-13.442035776775
4.7930002212524	-13.482762099225
4.7940001487732	-13.523790078284
4.7950000762939	-13.565122909530
4.7960000038147	-13.606761442697
4.7969999313354	-13.648708364273
4.7979998588562	-13.690966606852
4.7989997863770	-13.733537926513
4.8000001907349	-13.776423151358
4.8010001182556	-13.819625510204
4.8020000457764	-13.863147661707
4.8029999732971	-13.906991489064
4.8039999008179	-13.951159962694
4.8049998283386	-13.995653362842
4.8060002326965	-14.040475836104
4.8070001602173	-14.085629711065
4.8080000877380	-14.131116894052
4.8090000152588	-14.176939617448
4.8099999427795	-14.223100737988
4.8109998703003	-14.269602244207
4.8119997978210	-14.316447090411
4.8130002021790	-14.363638303152
4.8140001296997	-14.411179050347
4.8150000572205	-14.459069153247
4.8159999847412	-14.507313785932
4.8169999122620	-14.555913380656
4.8179998397827	-14.604873758171
4.8189997673035	-14.654195529597
4.8200001716614	-14.703882700258
4.8210000991821	-14.753936447654
4.8220000267029	-14.804361198425
4.8229999542236	-14.855160080981
4.8239998817444	-14.906335329942
4.8249998092651	-14.957890222371
4.8260002136230	-15.009826692166
4.8270001411438	-15.062150458807
4.8280000686646	-15.114861728616
4.8289999961853	-15.167964744477
4.8299999237061	-15.221465343856
4.8309998512268	-15.275363100638
4.8319997787476	-15.329663766882
4.8330001831055	-15.384368651609
4.8340001106262	-15.439483964484
4.8350000381470	-15.495010949777
4.8359999656677	-15.550955585534
4.8369998931885	-15.607317904785
4.8379998207092	-15.664105840122
4.8390002250671	-15.721319751555
4.8400001525879	-15.778964856375
4.8410000801086	-15.837045678488
4.8420000076294	-15.895564392349
4.8429999351501	-15.954528505026
4.8439998626709	-16.013937460364
4.8449997901917	-16.073800492259
4.8460001945496	-16.134116189144
4.8470001220703	-16.194893836446
4.8480000495911	-16.256135606492
4.8489999771118	-16.317845268067
4.8499999046326	-16.380029238926
4.8509998321533	-16.442691992024
4.8520002365112	-16.505835504545
4.8530001640320	-16.569469693773
4.8540000915527	-16.633594457419
4.8550000190735	-16.698217446183
4.8559999465942	-16.763342837225
4.8569998741150	-16.828976877987
4.8579998016357	-16.895123494285
4.8590002059937	-16.961789983916
4.8600001335144	-17.028979398399
4.8610000610352	-17.096698921920
4.8619999885559	-17.164954885431
4.8629999160767	-17.233750692679
4.8639998435974	-17.303095253159
4.8649997711182	-17.372993713295
4.8660001754761	-17.443450999300
4.8670001029968	-17.514473529055
4.8680000305176	-17.586070071989
4.8689999580383	-17.658243466310
4.8699998855591	-17.731004269830
4.8709998130798	-17.804357611147
4.8720002174377	-17.878310125736
4.8730001449585	-17.952870276880
4.8740000724792	-18.028044021300
4.8750000000000	-18.103838693520
4.8759999275208	-18.180264168404
4.8769998550415	-18.257325383871
4.8779997825623	-18.335032983626
4.8790001869202	-18.413392627811
4.8800001144409	-18.492413396925
4.8810000419617	-18.572105544728
4.8819999694824	-18.652476268300
4.8829998970032	-18.733535413821
4.8839998245239	-18.815290211369
4.8850002288818	-18.897751869114
4.8860001564026	-18.980928288676
4.8870000839233	-19.064830850401
4.8880000114441	-19.149468608064
4.8889999389648	-19.234853143231
4.8899998664856	-19.320993435853
4.8909997940063	-19.407900314618
4.8920001983643	-19.495585108084
4.8930001258850	-19.584059632013
4.8940000534058	-19.673334753837
4.8949999809265	-19.763423848005
4.8959999084473	-19.854335020281
4.8969998359680	-19.946085827996
4.8979997634888	-20.038685714822
4.8990001678467	-20.132148430866
4.9000000953674	-20.226487899912
4.9010000228882	-20.321716990305
4.9019999504089	-20.417851040388
4.9029998779297	-20.514905017914
4.9039998054504	-20.612891161682
4.9050002098083	-20.711826377988
4.9060001373291	-20.811726849546
4.9070000648499	-20.912608124327
4.9079999923706	-21.014486253066
4.9089999198914	-21.117379019952
4.9099998474121	-21.221303325665
4.9109997749329	-21.326278875698
4.9120001792908	-21.432321302944
4.9130001068115	-21.539450387599
4.9140000343323	-21.647686782928
4.9149999618530	-21.757050665349
4.9159998893738	-21.867560586169
4.9169998168945	-21.979240448453
4.9180002212524	-22.092109152854
4.9190001487732	-22.206192936427
4.9200000762939	-22.321511473089
4.9210000038147	-22.438090244852
4.9219999313354	-22.555954509296
4.9229998588562	-22.675128258550
4.9239997863770	-22.795637921798
4.9250001907349	-22.917509669944
4.9260001182556	-23.040773651952
4.9270000457764	-23.165453973909
4.9279999732971	-23.291585245559
4.9289999008179	-23.419194275144
4.9299998283386	-23.548313136981
4.9310002326965	-23.678975517427
4.9320001602173	-23.811212030664
4.9330000877380	-23.945059053511
4.9340000152588	-24.080551625269
4.9349999427795	-24.217726243864
4.9359998703003	-24.356620034006
4.9369997978210	-24.497272466222
4.9380002021790	-24.639722120584
4.9390001296997	-24.784012407979
4.9400000572205	-24.930183954125
4.9409999847412	-25.078281874899
4.9419999122620	-25.228351463768
4.9429998397827	-25.380439120539
4.9439997673035	-25.534593544092
4.9450001716614	-25.690864092238
4.9460000991821	-25.849301169999
4.9470000267029	-26.009958706547
4.9479999542236	-26.172890196434
4.9489998817444	-26.338151060822
4.9499998092651	-26.505798412337
4.9510002136230	-26.675892134980
4.9520001411438	-26.848490345919
4.9530000686646	-27.023657015160
4.9539999961853	-27.201453036087
4.9549999237061	-27.381944506551
4.9559998512268	-27.565196619659
4.9569997787476	-27.751274702027
4.9580001831055	-27.940247912044
4.9590001106262	-28.132182129242
4.9600000381470	-28.327146398466
4.9609999656677	-28.525210784943
4.9619998931885	-28.726442117040
4.9629998207092	-28.930905522337
4.9640002250671	-29.138668307529
4.9650001525879	-29.349794288011
4.9660000801086	-29.564341527696
4.9670000076294	-29.782365124929
4.9679999351501	-30.003916121912
4.9689998626709	-30.229034433876
4.9699997901917	-30.457756205693
4.9710001945496	-30.690102065454
4.9720001220703	-30.926079214188
4.9730000495911	-31.165679365056
4.9739999771118	-31.408873244245
4.9749999046326	-31.655605280371
4.9759998321533	-31.905791815711
4.9770002365112	-32.159311494198
4.9780001640320	-32.416002019866
4.9790000915527	-32.675652308313
4.9800000190735	-32.937987019046
4.9809999465942	-33.202667291307
4.9819998741150	-33.469268674725
4.9829998016357	-33.737277834052
4.9840002059937	-34.006068758841
4.9850001335144	-34.274901325305
4.9860000610352	-34.542888418864
4.9869999885559	-34.808999966772
4.9879999160767	-35.072035741965
4.9889998435974	-35.330615157807
4.9899997711182	-35.583178663089
4.9910001754761	-35.827977714223
4.9920001029968	-36.063085225700
4.9930000305176	-36.286413912717
4.9939999580383	-36.495753934171
4.9949998855591	-36.688811989718
4.9959998130798	-36.863285443747
4.9970002174377	-37.016938143278
4.9980001449585	-37.147694076539
4.9990000724792	-37.253732414782
5.0000000000000	-37.333584625597
5.0009999275208	-37.386219676014
5.0019998550415	-37.411103465090
5.0029997825623	-37.408235227340
5.0040001869202	-37.378146922167
5.0050001144409	-37.321864717456
5.0060000419617	-37.240856149973
5.0069999694824	-37.136939922689
5.0079998970032	-37.012192005483
5.0089998245239	-36.868849160118
5.0100002288818	-36.709216177565
5.0110001564026	-36.535581516906
5.0120000839233	-36.350163705260
5.0130000114441	-36.155048947886
5.0139999389648	-35.952163129326
5.0149998664856	-35.743260561841
5.0159997940063	-35.529903801360
5.0170001983643	-35.313473736712
5.0180001258850	-35.095171297278
5.0190000534058	-34.876031282938
5.0199999809265	-34.656941137681
5.0209999084473	-34.438642170049
5.0219998359680	-34.221763355646
5.0229997634888	-34.006820047991
5.0240001678467	-33.794234580511
5.0250000953674	-33.584351414698
5.0260000228882	-33.377444205586
5.0269999504089	-33.173728346444
5.0279998779297	-32.973364706492
5.0289998054504	-32.776475553982
5.0300002098083	-32.583146657127
5.0310001373291	-32.393436224409
5.0320000648499	-32.207369625341
5.0329999923706	-32.024963047930
5.0339999198914	-31.846203794514
5.0349998474121	-31.671074314083
5.0359997749329	-31.499542036016
5.0370001792908	-31.331566199364
5.0380001068115	-31.167094452785
5.0390000343323	-31.006077262731
5.0399999618530	-30.848452373497
5.0409998893738	-30.694158027799
5.0419998168945	-30.543132909443
5.0430002212524	-30.395307263042
5.0440001487732	-30.250615381345
5.0450000762939	-30.108989827422
5.0460000038147	-29.970364534016
5.0469999313354	-29.834669531329
5.0479998588562	-29.701842019633
5.0489997863770	-29.571814108944
5.0500001907349	-29.444519822928
5.0510001182556	-29.319897574259
5.0520000457764	-29.197885598459
5.0529999732971	-29.078421704849
5.0539999008179	-28.961449494836
5.0549998283386	-28.846907815688
5.0560002326965	-28.734742466715
5.0570001602173	-28.624898610717
5.0580000877380	-28.517322317403
5.0590000152588	-28.411961310915
5.0599999427795	-28.308767219199
5.0609998703003	-28.207690537522
5.0619997978210	-28.108682989026
5.0630002021790	-28.011701514716
5.0640001296997	-27.916698649969
5.0650000572205	-27.823633500885
5.0659999847412	-27.732464160352
5.0669999122620	-27.643151008511
5.0679998397827	-27.555652921981
5.0689997673035	-27.469933864243
5.0700001716614	-27.385956248040
5.0710000991821	-27.303684464893
5.0720000267029	-27.223086836010
5.0729999542236	-27.144127936794
5.0739998817444	-27.066774545624
5.0749998092651	-26.990997266321
5.0760002136230	-26.916764264246
5.0770001411438	-26.844048519242
5.0780000686646	-26.772821098370
5.0789999961853	-26.703054571822
5.0799999237061	-26.634721582385
5.0809998512268	-26.567795948164
5.0819997787476	-26.502256068963
5.0830001831055	-26.438073717471
5.0840001106262	-26.375227568434
5.0850000381470	-26.313695153779
5.0859999656677	-26.253452647088
5.0869998931885	-26.194481788676
5.0879998207092	-26.136759119867
5.0890002250671	-26.080266681314
5.0900001525879	-26.024983688888
5.0910000801086	-25.970894076918
5.0920000076294	-25.917974723497
5.0929999351501	-25.866211436783
5.0939998626709	-25.815587501827
5.0949997901917	-25.766082882712
5.0960001945496	-25.717686130447
5.0970001220703	-25.670377098914
5.0980000495911	-25.624143516193
5.0989999771118	-25.578969184575
5.0999999046326	-25.534841758065
5.1009998321533	-25.491744995662
5.1020002365112	-25.449666442514
5.1030001640320	-25.408593934307
5.1040000915527	-25.368513383638
5.1050000190735	-25.329413717831
5.1059999465942	-25.291281610162
5.1069998741150	-25.254105327020
5.1079998016357	-25.217875975078
5.1090002059937	-25.182580762134
5.1100001335144	-25.148209669750
5.1110000610352	-25.114752731119
5.1119999885559	-25.082199443501
5.1129999160767	-25.050538758562
5.1139998435974	-25.019764886432
5.1149997711182	-24.989864586301
5.1160001754761	-24.960832150480
5.1170001029968	-24.932659500675
5.1180000305176	-24.905334742767
5.1189999580383	-24.878852028603
5.1199998855591	-24.853203052200
5.1209998130798	-24.828381008483
5.1220002174377	-24.804378770347
5.1230001449585	-24.781187254893
5.1240000724792	-24.758801576970
5.1250000000000	-24.737214351505
5.1259999275208	-24.716419003299
5.1269998550415	-24.696408459831
5.1279997825623	-24.677178182988
5.1290001869202	-24.658721618769
5.1300001144409	-24.641032217534
5.1310000419617	-24.624106236154
5.1319999694824	-24.607937721901
5.1329998970032	-24.592519887940
5.1339998245239	-24.577850306160
5.1350002288818	-24.563921504894
5.1360001564026	-24.550732356192
5.1370000839233	-24.538275764218
5.1380000114441	-24.526546194196
5.1389999389648	-24.515543631080
5.1399998664856	-24.505259900530
5.1409997940063	-24.495693729050
5.1420001983643	-24.486840882859
5.1430001258850	-24.478697166240
5.1440000534058	-24.471260174884
5.1449999809265	-24.464526262688
5.1459999084473	-24.458491247348
5.1469998359680	-24.453153373759
5.1479997634888	-24.448509005649
5.1490001678467	-24.444557448667
5.1500000953674	-24.441293170600
5.1510000228882	-24.438713364472
5.1519999504089	-24.436818404863
5.1529998779297	-24.435606496885
5.1539998054504	-24.435071539592
5.1550002098083	-24.435214183134
5.1560001373291	-24.436033737543
5.1570000648499	-24.437526653939
5.1579999923706	-24.439689578639
5.1589999198914	-24.442525864661
5.1599998474121	-24.446029140732
5.1609997749329	-24.450199351868
5.1620001792908	-24.455037023022
5.1630001068115	-24.460541700354
5.1640000343323	-24.466709331674
5.1649999618530	-24.473539494809
5.1659998893738	-24.481031938384
5.1669998168945	-24.489188526674
5.1680002212524	-24.498004818291
5.1690001487732	-24.507483796838
5.1700000762939	-24.517621767082
5.1710000038147	-24.528420163923
5.1719999313354	-24.539876767877
5.1729998588562	-24.551995709398
5.1739997863770	-24.564774002596
5.1750001907349	-24.578210734838
5.1760001182556	-24.592308549600
5.1770000457764	-24.607067709241
5.1779999732971	-24.622485080345
5.1789999008179	-24.638564716819
5.1799998283386	-24.655306475042
5.1810002326965	-24.672710918394
5.1820001602173	-24.690776580374
5.1830000877380	-24.709506370962
5.1840000152588	-24.728901136098
5.1849999427795	-24.748961942922
5.1859998703003	-24.769686722792
5.1869997978210	-24.791081407549
5.1880002021790	-24.813145212724
5.1890001296997	-24.835877588241
5.1900000572205	-24.859281963572
5.1909999847412	-24.883357539738
5.1919999122620	-24.908110036796
5.1929998397827	-24.933536487925
5.1939997673035	-24.959640326503
5.1950001716614	-24.986423847235
5.1960000991821	-25.013888088038
5.1970000267029	-25.042033199264
5.1979999542236	-25.070865364473
5.1989998817444	-25.100383072788
5.1999998092651	-25.130588209280
5.2010002136230	-25.161485903110
5.2020001411438	-25.193074290403
5.2030000686646	-25.225358421023
5.2039999961853	-25.258339817837
5.2049999237061	-25.292018792993
5.2059998512268	-25.326399659506
5.2069997787476	-25.361485289435
5.2080001831055	-25.397275298191
5.2090001106262	-25.433776279232
5.2100000381470	-25.470986009314
5.2109999656677	-25.508909856060
5.2119998931885	-25.547550161078
5.2129998207092	-25.586908110053
5.2140002250671	-25.626986923672
5.2150001525879	-25.667789121213
5.2160000801086	-25.709315921351
5.2170000076294	-25.751570579793
5.2179999351501	-25.794557036048
5.2189998626709	-25.838274500700
5.2199997901917	-25.882728712829
5.2210001945496	-25.927919994795
5.2220001220703	-25.973848649694
5.2230000495911	-26.020520493118
5.2239999771118	-26.067937412475
5.2249999046326	-26.116098023284
5.2259998321533	-26.165006768333
5.2270002365112	-26.214664272974
5.2280001640320	-26.265072043301
5.2290000915527	-26.316233473445
5.2300000190735	-26.368146677789
5.2309999465942	-26.420816459708
5.2319998741150	-26.474239375977
5.2329998016357	-26.528420693623
5.2340002059937	-26.583356264892
5.2350001335144	-26.639047456662
5.2360000610352	-26.695496203407
5.2369999885559	-26.752699863441
5.2379999160767	-26.810659927672
5.2389998435974	-26.869370755412
5.2399997711182	-26.928835566370
5.2410001754761	-26.989048506957
5.2420001029968	-27.050007035519
5.2430000305176	-27.111709211411
5.2439999580383	-27.174151116442
5.2449998855591	-27.237328472633
5.2459998130798	-27.301235923333
5.2470002174377	-27.365866253718
5.2480001449585	-27.431213010462
5.2490000724792	-27.497270208519
5.2500000000000	-27.564027540811
5.2509999275208	-27.631477518702
5.2519998550415	-27.699608260577
5.2529997825623	-27.768406561588
5.2540001869202	-27.837862092986
5.2550001144409	-27.907960537497
5.2560000419617	-27.978687082545
5.2569999694824	-28.050020445128
5.2579998970032	-28.121947137766
5.2589998245239	-28.194444020674
5.2600002288818	-28.267488396742
5.2610001564026	-28.341058045291
5.2620000839233	-28.415127569294
5.2630000114441	-28.489666131305
5.2639999389648	-28.564647016290
5.2649998664856	-28.640033405940
5.2659997940063	-28.715793878842
5.2670001983643	-28.791885313081
5.2680001258850	-28.868271931260
5.2690000534058	-28.944908682923
5.2699999809265	-29.021747978849
5.2709999084473	-29.098737012609
5.2719998359680	-29.175826602081
5.2729997634888	-29.252957894075
5.2740001678467	-29.330067732462
5.2750000953674	-29.407092949820
5.2760000228882	-29.483965114429
5.2769999504089	-29.560610113825
5.2779998779297	-29.636950019723
5.2789998054504	-29.712904626303
5.2800002098083	-29.788386838720
5.2810001373291	-29.863305190873
5.2820000648499	-29.937562913677
5.2829999923706	-30.011062511263
5.2839999198914	-30.083696691187
5.2849998474121	-30.155355821486
5.2859997749329	-30.225924177384
5.2870001792908	-30.295285570303
5.2880001068115	-30.363315435806
5.2890000343323	-30.429883663743
5.2899999618530	-30.494861965290
5.2909998893738	-30.558113525128
5.2919998168945	-30.619501451163
5.2930002212524	-30.678880789823
5.2940001487732	-30.736108968771
5.2950000762939	-30.791042232821
5.2960000038147	-30.843531395577
5.2969999313354	-30.893430110497
5.2979998588562	-30.940590345726
5.2989997863770	-30.984866586123
5.3000001907349	-31.026115371896
5.3010001182556	-31.064194187593
5.3020000457764	-31.098967079793
5.3029999732971	-31.130300510576
5.3039999008179	-31.158068016034
5.3049998283386	-31.182147066694
5.3060002326965	-31.202429199216
5.3070001602173	-31.218809978089
5.3080000877380	-31.231194158346
5.3090000152588	-31.239499945917
5.3099999427795	-31.243654579986
5.3109998703003	-31.243598093658
5.3119997978210	-31.239283905038
5.3130002021790	-31.230676797906
5.3140001296997	-31.217756771683
5.3150000572205	-31.200515733904
5.3159999847412	-31.178960437259
5.3169999122620	-31.153111107899
5.3179998397827	-31.123000582798
5.3189997673035	-31.088676021636
5.3200001716614	-31.050194928712
5.3210000991821	-31.007629366425
5.3220000267029	-30.961061496215
5.3229999542236	-30.910583346843
5.3239998817444	-30.856298409910
5.3249998092651	-30.798317659051
5.3260002136230	-30.736759343293
5.3270001411438	-30.671748921206
5.3280000686646	-30.603419010990
5.3289999961853	-30.531905868093
5.3299999237061	-30.457348467169
5.3309998512268	-30.379891151186
5.3319997787476	-30.299676496794
5.3330001831055	-30.216853963888
5.3340001106262	-30.131567096500
5.3350000381470	-30.043961024532
5.3359999656677	-29.954182590809
5.3369998931885	-29.862371731669
5.3379998207092	-29.768670152199
5.3390002250671	-29.673216243198
5.3400001525879	-29.576142203630
5.3410000801086	-29.477578891597
5.3420000076294	-29.377652733956
5.3429999351501	-29.276485479165
5.3439998626709	-29.174194194498
5.3449997901917	-29.070892791329
5.3460001945496	-28.966691431502
5.3470001220703	-28.861691665120
5.3480000495911	-28.755992190542
5.3489999771118	-28.649689757831
5.3499999046326	-28.542871572922
5.3509998321533	-28.435623624893
5.3520002365112	-28.328026136798
5.3530001640320	-28.220154838188
5.3540000915527	-28.112081101668
5.3550000190735	-28.003873709493
5.3559999465942	-27.895596738057
5.3569998741150	-27.787308432485
5.3579998016357	-27.679065088339
5.3590002059937	-27.570917467759
5.3600001335144	-27.462915988402
5.3610000610352	-27.355106746736
5.3619999885559	-27.247530299603
5.3629999160767	-27.140229182243
5.3639998435974	-27.033235511011
5.3649997711182	-26.926586350366
5.3660001754761	-26.820310853174
5.3670001029968	-26.714439542839
5.3680000305176	-26.608999782292
5.3689999580383	-26.504015090598
5.3699998855591	-26.399505476015
5.3709998130798	-26.295496650256
5.3720002174377	-26.192003431034
5.3730001449585	-26.089042899392
5.3740000724792	-25.986632107364
5.3750000000000	-25.884784550207
5.3759999275208	-25.783512130746
5.3769998550415	-25.682828813652
5.3779997825623	-25.582741492498
5.3790001869202	-25.483259796816
5.3800001144409	-25.384393051741
5.3810000419617	-25.286147503637
5.3819999694824	-25.188530565724
5.3829998970032	-25.091543351715
5.3839998245239	-24.995192980326
5.3850002288818	-24.899484226561
5.3860001564026	-24.804416525804
5.3870000839233	-24.709994749339
5.3880000114441	-24.616220288928
5.3889999389648	-24.523092647178
5.3899998664856	-24.430612741962
5.3909997940063	-24.338782228269
5.3920001983643	-24.247598603091
5.3930001258850	-24.157064335360
5.3940000534058	-24.067172908796
5.3949999809265	-23.977928409659
5.3959999084473	-23.889324941225
5.3969998359680	-23.801362786110
5.3979997634888	-23.714038777742
5.3990001678467	-23.627348180444
5.4000000953674	-23.541292400169
5.4010000228882	-23.455864201963
5.4019999504089	-23.371063375072
5.4029998779297	-23.286885985980
5.4039998054504	-23.203324417219
5.4050002098083	-23.120379307329
5.4060001373291	-23.038046824996
5.4070000648499	-22.956319701968
5.4079999923706	-22.875196913809
5.4089999198914	-22.794671976863
5.4099998474121	-22.714743342681
5.4109997749329	-22.635401925212
5.4120001792908	-22.556649585246
5.4130001068115	-22.478477086191
5.4140000343323	-22.400880631810
5.4149999618530	-22.323858114089
5.4159998893738	-22.247400932082
5.4169998168945	-22.171508180552
5.4180002212524	-22.096172872426
5.4190001487732	-22.021393318701
5.4200000762939	-21.947160145770
5.4210000038147	-21.873472896505
5.4219999313354	-21.800325375929
5.4229998588562	-21.727712216599
5.4239997863770	-21.655629343828
5.4250001907349	-21.584071322934
5.4260001182556	-21.513034664639
5.4270000457764	-21.442515132363
5.4279999732971	-21.372506763217
5.4289999008179	-21.303005215054
5.4299998283386	-21.234005483407
5.4310002326965	-21.165504420875
5.4320001602173	-21.097494827847
5.4330000877380	-21.029976256986
5.4340000152588	-20.962941313074
5.4349999427795	-20.896385855999
5.4359998703003	-20.830307066786
5.4369997978210	-20.764699917088
5.4380002021790	-20.699557861385
5.4390001296997	-20.634878562867
5.4400000572205	-20.570657389152
5.4409999847412	-20.506891750478
5.4419999122620	-20.443573233767
5.4429998397827	-20.380701481859
5.4439997673035	-20.318271488229
5.4450001716614	-20.256278279080
5.4460000991821	-20.194719448090
5.4470000267029	-20.133587767767
5.4479999542236	-20.072882685486
5.4489998817444	-20.012600858709
5.4499998092651	-19.952733977708
5.4510002136230	-19.893280980698
5.4520001411438	-19.834238006241
5.4530000686646	-19.775601350953
5.4539999961853	-19.717366285246
5.4549999237061	-19.659529215848
5.4559998512268	-19.602089350408
5.4569997787476	-19.545037912755
5.4580001831055	-19.488375602667
5.4590001106262	-19.432097154039
5.4600000381470	-19.376199518069
5.4609999656677	-19.320680215550
5.4619998931885	-19.265531953707
5.4629998207092	-19.210756559840
5.4640002250671	-19.156346284108
5.4650001525879	-19.102300560098
5.4660000801086	-19.048614611167
5.4670000076294	-18.995286240090
5.4679999351501	-18.942310377713
5.4689998626709	-18.889686839989
5.4699997901917	-18.837409878023
5.4710001945496	-18.785477093357
5.4720001220703	-18.733887725040
5.4730000495911	-18.682635199817
5.4739999771118	-18.631717727131
5.4749999046326	-18.581132111898
5.4759998321533	-18.530876621445
5.4770002365112	-18.480948590454
5.4780001640320	-18.431341897239
5.4790000915527	-18.382057343572
5.4800000190735	-18.333091228623
5.4809999465942	-18.284438674556
5.4819998741150	-18.236099748266
5.4829998016357	-18.188069900985
5.4840002059937	-18.140347684045
5.4850001335144	-18.092930053892
5.4860000610352	-18.045812318666
5.4869999885559	-17.998995331211
5.4879999160767	-17.952474769398
5.4889998435974	-17.906247817721
5.4899997711182	-17.860313469348
5.4910001754761	-17.814665463701
5.4920001029968	-17.769307518004
5.4930000305176	-17.724230761161
5.4939999580383	-17.679437732439
5.4949998855591	-17.634922580686
5.4959998130798	-17.590684224032
5.4970002174377	-17.546722286246
5.4980001449585	-17.503031320046
5.4990000724792	-17.459610335722
5.5000000000000	-17.416457221796
5.5009999275208	-17.373570279564
5.5019998550415	-17.330945975414
5.5029997825623	-17.288584533351
5.5040001869202	-17.246481452209
5.5050001144409	-17.204634406482
5.5060000419617	-17.163042270787
5.5069999694824	-17.121703408686
5.5079998970032	-17.080616085642
5.5089998245239	-17.039776261646
5.5100002288818	-16.999183616588
5.5110001564026	-16.958835034797
5.5120000839233	-16.918729316935
5.5130000114441	-16.878863934199
5.5139999389648	-16.839237511964
5.5149998664856	-16.799848515581
5.5159997940063	-16.760693957044
5.5170001983643	-16.721771608180
5.5180001258850	-16.683082571206
5.5190000534058	-16.644621352748
5.5199999809265	-16.606388925727
5.5209999084473	-16.568381443208
5.5219998359680	-16.530598310108
5.5229997634888	-16.493035954114
5.5240001678467	-16.455696418501
5.5250000953674	-16.418573764196
5.5260000228882	-16.381671232047
5.5269999504089	-16.344980841861
5.5279998779297	-16.308505259864
5.5289998054504	-16.272242462031
5.5300002098083	-16.236190166635
5.5310001373291	-16.200347115762
5.5320000648499	-16.164711656409
5.5329999923706	-16.129279187577
5.5339999198914	-16.094054308104
5.5349998474121	-16.059029487088
5.5359997749329	-16.024207288191
5.5370001792908	-15.989585053603
5.5380001068115	-15.955160225272
5.5390000343323	-15.920931912429
5.5399999618530	-15.886898909035
5.5409998893738	-15.853059504829
